County Name,deaths - 1/22/20,deaths - 1/23/20,deaths - 1/24/20,deaths - 1/25/20,deaths - 1/26/20,deaths - 1/27/20,deaths - 1/28/20,deaths - 1/29/20,deaths - 1/30/20,deaths - 1/31/20,deaths - 2/1/20,deaths - 2/2/20,deaths - 2/3/20,deaths - 2/4/20,deaths - 2/5/20,deaths - 2/6/20,deaths - 2/7/20,deaths - 2/8/20,deaths - 2/9/20,deaths - 2/10/20,deaths - 2/11/20,deaths - 2/12/20,deaths - 2/13/20,deaths - 2/14/20,deaths - 2/15/20,deaths - 2/16/20,deaths - 2/17/20,deaths - 2/18/20,deaths - 2/19/20,deaths - 2/20/20,deaths - 2/21/20,deaths - 2/22/20,deaths - 2/23/20,deaths - 2/24/20,deaths - 2/25/20,deaths - 2/26/20,deaths - 2/27/20,deaths - 2/28/20,deaths - 2/29/20,deaths - 3/1/20,deaths - 3/2/20,deaths - 3/3/20,deaths - 3/4/20,deaths - 3/5/20,deaths - 3/6/20,deaths - 3/7/20,deaths - 3/8/20,deaths - 3/9/20,deaths - 3/10/20,deaths - 3/11/20,deaths - 3/12/20,deaths - 3/13/20,deaths - 3/14/20,deaths - 3/15/20,deaths - 3/16/20,deaths - 3/17/20,deaths - 3/18/20,deaths - 3/19/20,deaths - 3/20/20,deaths - 3/21/20,deaths - 3/22/20,deaths - 3/23/20,deaths - 3/24/20,deaths - 3/25/20,deaths - 3/26/20,deaths - 3/27/20,deaths - 3/28/20,deaths - 3/29/20,deaths - 3/30/20,deaths - 3/31/20,deaths - 4/1/20,deaths - 4/2/20,deaths - 4/3/20,deaths - 4/4/20,deaths - 4/5/20,deaths - 4/6/20,deaths - 4/7/20,deaths - 4/8/20,deaths - 4/9/20,deaths - 4/10/20,deaths - 4/11/20,deaths - 4/12/20,deaths - 4/13/20,deaths - 4/14/20,deaths - 4/15/20,deaths - 4/16/20,deaths - 4/17/20,deaths - 4/18/20,deaths - 4/19/20,deaths - 4/20/20,deaths - 4/21/20,deaths - 4/22/20,deaths - 4/23/20,deaths - 4/24/20,deaths - 4/25/20,deaths - 4/26/20,deaths - 4/27/20,deaths - 4/28/20,deaths - 4/29/20,deaths - 4/30/20,deaths - 5/1/20,deaths - 5/2/20,deaths - 5/3/20,deaths - 5/4/20,deaths - 5/5/20,deaths - 5/6/20,deaths - 5/7/20,deaths - 5/8/20,deaths - 5/9/20,deaths - 5/10/20,deaths - 5/11/20,deaths - 5/12/20,deaths - 5/13/20,deaths - 5/14/20,deaths - 5/15/20,deaths - 5/16/20,deaths - 5/17/20,deaths - 5/18/20,deaths - 5/19/20,deaths - 5/20/20,deaths - 5/21/20,deaths - 5/22/20,deaths - 5/23/20,deaths - 5/24/20,deaths - 5/25/20,deaths - 5/26/20,deaths - 5/27/20,deaths - 5/28/20,deaths - 5/29/20,deaths - 5/30/20,deaths - 5/31/20,deaths - 6/1/20,deaths - 6/2/20,deaths - 6/3/20,deaths - 6/4/20,deaths - 6/5/20,deaths - 6/6/20,deaths - 6/7/20,deaths - 6/8/20,deaths - 6/9/20,deaths - 6/10/20,deaths - 6/11/20,deaths - 6/12/20,deaths - 6/13/20,deaths - 6/14/20,deaths - 6/15/20,deaths - 6/16/20,deaths - 6/17/20,deaths - 6/18/20,deaths - 6/19/20,deaths - 6/20/20,deaths - 6/21/20,deaths - 6/22/20,deaths - 6/23/20,deaths - 6/24/20,deaths - 6/25/20,deaths - 6/26/20,deaths - 6/27/20,deaths - 6/28/20,deaths - 6/29/20,deaths - 6/30/20,deaths - 7/1/20,deaths - 7/2/20,deaths - 7/3/20,deaths - 7/4/20,deaths - 7/5/20,deaths - 7/6/20,deaths - 7/7/20,deaths - 7/8/20,deaths - 7/9/20,deaths - 7/10/20,deaths - 7/11/20,deaths - 7/12/20,deaths - 7/13/20,deaths - 7/14/20,deaths - 7/15/20,deaths - 7/16/20,deaths - 7/17/20,deaths - 7/18/20,deaths - 7/19/20,deaths - 7/20/20,deaths - 7/21/20,deaths - 7/22/20,deaths - 7/23/20,deaths - 7/24/20,deaths - 7/25/20,deaths - 7/26/20,deaths - 7/27/20,deaths - 7/28/20,deaths - 7/29/20,deaths - 7/30/20,deaths - 7/31/20,deaths - 8/1/20,deaths - 8/2/20,deaths - 8/3/20,deaths - 8/4/20,deaths - 8/5/20,deaths - 8/6/20,deaths - 8/7/20,deaths - 8/8/20,deaths - 8/9/20,deaths - 8/10/20,deaths - 8/11/20,deaths - 8/12/20,deaths - 8/13/20,deaths - 8/14/20,deaths - 8/15/20,deaths - 8/16/20,deaths - 8/17/20,deaths - 8/18/20,deaths - 8/19/20,deaths - 8/20/20,deaths - 8/21/20,deaths - 8/22/20,deaths - 8/23/20,deaths - 8/24/20,deaths - 8/25/20,deaths - 8/26/20,deaths - 8/27/20,deaths - 8/28/20,deaths - 8/29/20,deaths - 8/30/20,deaths - 8/31/20,deaths - 9/1/20,deaths - 9/2/20,deaths - 9/3/20,deaths - 9/4/20,deaths - 9/5/20,deaths - 9/6/20,deaths - 9/7/20,deaths - 9/8/20,deaths - 9/9/20,deaths - 9/10/20,deaths - 9/11/20,deaths - 9/12/20,deaths - 9/13/20,deaths - 9/14/20,deaths - 9/15/20,deaths - 9/16/20
Okaloosa County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,4,0,0,0,2,2,4,2,0,0,4,0,1,3,3,0,0,4,4,0,1,0,0,0,13,1,3,3,1,0,0,3,1,0,1,0,1,0,0,2,1,3,2,3,0,1,1,4,0,0,0,0,0,3
Okeechobee County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Orange County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,2,1,0,1,1,1,1,0,1,0,0,5,1,2,2,0,0,4,0,2,0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,2,2,1,0,0,0,2,0,1,0,0,0,2,0,2,6,9,2,0,3,2,9,8,1,14,2,0,5,14,18,8,9,0,1,0,29,9,4,16,2,5,2,9,25,12,10,1,0,17,10,5,5,16,0,0,1,4,2,0,3,0,0,3,1,4,1,6,0,1,1,5,3,0,1,0,0,0,7,7,4,4,0,0,3,4
Osceola County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,-1,1,1,2,0,1,1,0,0,0,0,6,0,0,1,0,0,0,5,0,6,2,0,0,2,0,8,3,7,8,1,1,7,6,2,4,4,0,0,2,1,0,2,9,1,0,2,1,2,1,2,0,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0,0,1,0,2,0,0,0,1,0
Palm Beach County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,1,3,4,8,5,6,2,14,2,13,5,6,4,1,1,0,22,4,5,3,1,5,1,9,4,9,11,0,0,1,17,5,8,5,4,1,0,9,10,7,7,8,0,1,7,9,9,8,4,0,0,9,7,17,3,4,0,0,0,5,7,8,2,0,0,14,8,4,4,3,2,1,15,9,10,9,9,1,3,9,6,6,14,4,0,0,8,6,4,4,2,11,0,7,2,11,13,5,1,1,20,6,9,8,8,12,5,13,10,4,21,7,13,6,16,8,18,17,8,3,3,0,37,11,9,18,0,12,16,21,10,27,10,2,5,4,14,10,12,13,3,0,14,16,17,9,11,0,2,5,12,16,5,18,0,2,9,6,16,10,2,4,2,2,8,9,6,3,0,3,17,18
Pasco County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,2,0,0,1,0,1,0,1,5,2,4,0,2,2,12,2,1,6,0,1,2,0,0,0,26,2,0,1,2,2,3,0,18,5,1,1,2,5,5,4,4,0,3,0,3,0,2,0,0,0,14,0,1,1,0,1,6,0,3,0,0,0,0,0,1,3,2,6,0,0,0,0,2
Pinellas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,1,0,1,0,1,1,0,2,0,1,0,1,0,0,2,0,0,0,2,3,2,1,0,0,1,6,3,3,1,3,0,1,2,6,6,3,0,1,1,1,1,2,1,1,0,1,3,1,1,0,2,0,0,0,4,1,2,0,0,1,7,0,1,4,0,0,0,4,1,1,1,0,0,0,5,3,2,1,1,1,2,12,3,5,4,8,5,0,12,6,8,3,1,14,1,7,3,12,2,6,0,7,26,16,17,5,10,4,9,11,8,22,3,5,1,5,0,22,18,14,5,2,3,18,7,2,12,16,3,0,13,9,14,5,3,4,10,12,12,5,4,4,4,13,18,5,6,4,5,0,8,5,2,4,0,2,1,1,5,15,4,1,3,0,0,9,4
Polk County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,2,0,1,1,0,0,2,1,1,1,1,0,0,0,2,2,1,1,2,0,0,2,2,0,1,2,0,0,2,1,1,3,1,1,1,2,0,1,3,0,0,0,1,4,0,1,0,0,2,1,2,3,1,2,1,0,3,1,2,1,1,0,0,0,0,1,1,1,0,0,0,2,4,3,5,1,0,5,4,0,3,0,0,9,1,7,5,2,9,2,1,10,4,4,3,12,0,2,10,14,3,12,1,1,3,0,31,11,6,1,2,0,15,12,6,0,8,0,2,12,8,9,10,5,0,2,27,2,7,3,5,0,3,12,4,2,4,13,0,1,4,8,6,3,4,0,1,0,11,3,0,5,0,0,6,3
Putnam County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,2,0,0,1,3,0,1,2,1,2,1,0,1,0,1,1,1,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Johns County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,2,0,2,1,2,2,1,0,1,1,2,1,0,0,2,0,3,3,0,2,2,1,3,0,0,1,0,1,1,0,1,2,0,1,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
St. Lucie County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,2,0,1,2,2,2,0,1,0,1,2,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,0,2,2,0,0,1,0,0,1,1,2,0,0,0,0,2,1,1,1,0,0,3,1,5,0,1,1,1,2,0,6,2,6,1,1,1,2,4,7,1,1,1,6,0,11,4,2,4,0,1,5,11,7,12,3,3,0,14,3,5,7,1,1,0,9,2,4,0,2,0,4,6,6,3,2,0,0,0,1,1,6,0,1,1,1,0,6,3,1,0,0,0,0,3
Santa Rosa County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2,0,2,1,1,0,0,0,0,0,3,0,0,2,0,0,6,2,2,2,1,0,1,2,1,3,1,2,0,0,3,0,3,0,1,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,1,3,2,1,0,0,3,0
Sarasota County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,1,2,0,2,0,0,4,1,0,5,1,0,5,2,1,1,0,0,0,0,7,3,0,2,3,0,0,1,1,2,3,3,0,0,0,0,0,1,0,0,0,5,2,2,3,3,0,0,0,3,1,0,0,0,0,3,0,2,3,0,0,0,1,2,1,0,2,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,1,1,1,1,3,0,0,2,0,1,3,1,1,0,0,7,1,1,0,8,1,8,15,4,1,6,0,0,0,5,1,1,0,0,0,1,6,4,7,3,1,0,0,2,7,1,4,0,0,0,0,5,4,6,2,0,0,6,2
Seminole County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,2,1,0,1,3,3,2,8,2,2,1,5,5,4,5,1,2,0,4,0,10,2,3,1,1,16,4,1,8,1,0,11,7,1,5,2,0,0,6,1,0,8,1,1,1,1,5,0,3,0,0,0,1,0,2,2,2,3,0,1,1,5,4,0,0,0,0,3
Sumter County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,1,0,2,0,0,0,3,2,0,3,3,2,0,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,0,3,1,1,0,0,0,0,0,1,3,1,0,0,0,1,1
Suwannee County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,2,1,0,0,1,1,0,0,3,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,0,0,0,0,4,1,1,0,2,3,0,1,0,1,0,1,0,1,0,1,2,0,3,0,0,0,3,0,0,3,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Taylor County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Union County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2
Volusia County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,1,1,0,1,0,0,3,0,1,1,0,2,1,0,2,1,0,4,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,1,0,0,1,2,0,3,0,0,1,1,0,0,0,1,0,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,3,5,5,5,0,1,0,1,0,0,1,2,3,1,3,3,4,1,2,1,0,7,2,3,1,2,1,2,3,3,2,5,4,0,5,6,5,0,12,6,0,2,0,2,2,2,0,0,5,3,1,1,2,0,0,1,3,3,0,0,1,0,0,2,4,2,1,0,0,3,3
Wakulla County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Walton County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Washington County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
