,,deaths
Monroe County,week 2,0
Monroe County,week 3,0
Monroe County,week 4,0
Monroe County,week 5,0
Monroe County,week 6,0
Monroe County,week 7,0
Monroe County,week 8,0
Monroe County,week 9,0
Monroe County,week 10,0
Monroe County,week 11,2
Monroe County,week 12,1
Monroe County,week 13,0
Monroe County,week 14,0
Monroe County,week 15,0
Monroe County,week 16,0
Monroe County,week 17,0
Monroe County,week 18,1
Monroe County,week 19,0
Monroe County,week 20,0
Monroe County,week 21,0
Monroe County,week 22,0
Monroe County,week 23,0
Monroe County,week 24,1
Monroe County,week 25,1
Monroe County,week 26,0
Monroe County,week 27,0
Monroe County,week 28,7
Monroe County,week 29,0
Monroe County,week 30,0
Monroe County,week 31,1
Monroe County,week 32,2
Monroe County,week 33,3
Monroe County,week 34,1
Monroe County,week 35,0
Nassau County,week 1,0
Nassau County,week 2,0
Nassau County,week 3,0
Nassau County,week 4,0
Nassau County,week 5,0
Nassau County,week 6,0
Nassau County,week 7,0
Nassau County,week 8,0
Nassau County,week 9,0
Nassau County,week 10,0
Nassau County,week 11,0
Nassau County,week 12,0
Nassau County,week 13,0
Nassau County,week 14,0
Nassau County,week 15,1
Nassau County,week 16,0
Nassau County,week 17,0
Nassau County,week 18,0
Nassau County,week 19,0
Nassau County,week 20,0
Nassau County,week 21,0
Nassau County,week 22,0
Nassau County,week 23,0
Nassau County,week 24,1
Nassau County,week 25,1
Nassau County,week 26,2
Nassau County,week 27,3
Nassau County,week 28,3
Nassau County,week 29,0
Nassau County,week 30,2
Nassau County,week 31,3
Nassau County,week 32,4
Nassau County,week 33,5
Nassau County,week 34,6
Nassau County,week 35,4
Okaloosa County,week 1,0
Okaloosa County,week 2,0
Okaloosa County,week 3,0
Okaloosa County,week 4,0
Okaloosa County,week 5,0
Okaloosa County,week 6,0
Okaloosa County,week 7,0
Okaloosa County,week 8,0
Okaloosa County,week 9,0
Okaloosa County,week 10,1
Okaloosa County,week 11,0
Okaloosa County,week 12,0
Okaloosa County,week 13,2
Okaloosa County,week 14,0
Okaloosa County,week 15,2
Okaloosa County,week 16,0
Okaloosa County,week 17,0
Okaloosa County,week 18,1
Okaloosa County,week 19,0
Okaloosa County,week 20,0
Okaloosa County,week 21,0
Okaloosa County,week 22,0
Okaloosa County,week 23,0
Okaloosa County,week 24,3
Okaloosa County,week 25,1
Okaloosa County,week 26,6
Okaloosa County,week 27,4
Okaloosa County,week 28,14
Okaloosa County,week 29,11
Okaloosa County,week 30,18
Okaloosa County,week 31,11
Okaloosa County,week 32,3
Okaloosa County,week 33,12
Okaloosa County,week 34,5
Okaloosa County,week 35,3
Okeechobee County,week 1,0
Okeechobee County,week 2,0
Okeechobee County,week 3,0
Okeechobee County,week 4,0
Okeechobee County,week 5,0
Okeechobee County,week 6,0
Okeechobee County,week 7,0
Okeechobee County,week 8,0
Okeechobee County,week 9,0
Okeechobee County,week 10,0
Okeechobee County,week 11,0
Okeechobee County,week 12,0
Okeechobee County,week 13,0
Okeechobee County,week 14,0
Okeechobee County,week 15,0
Okeechobee County,week 16,0
Okeechobee County,week 17,0
Okeechobee County,week 18,0
Okeechobee County,week 19,0
Okeechobee County,week 20,0
Okeechobee County,week 21,0
Okeechobee County,week 22,0
Okeechobee County,week 23,0
Okeechobee County,week 24,0
Okeechobee County,week 25,2
Okeechobee County,week 26,0
Okeechobee County,week 27,0
Okeechobee County,week 28,4
Okeechobee County,week 29,6
Okeechobee County,week 30,0
Okeechobee County,week 31,1
Okeechobee County,week 32,2
Okeechobee County,week 33,5
Okeechobee County,week 34,1
Okeechobee County,week 35,1
Orange County,week 1,0
Orange County,week 2,0
Orange County,week 3,0
Orange County,week 4,0
Orange County,week 5,0
Orange County,week 6,0
Orange County,week 7,0
Orange County,week 8,1
Orange County,week 9,1
Orange County,week 10,2
Orange County,week 11,6
Orange County,week 12,8
Orange County,week 13,9
Orange County,week 14,5
Orange County,week 15,3
Orange County,week 16,0
Orange County,week 17,3
Orange County,week 18,1
Orange County,week 19,2
Orange County,week 20,4
Orange County,week 21,2
Orange County,week 22,4
Orange County,week 23,7
Orange County,week 24,3
Orange County,week 25,24
Orange County,week 26,39
Orange County,week 27,50
Orange County,week 28,67
Orange County,week 29,74
Orange County,week 30,37
Orange County,week 31,12
Orange County,week 32,14
Orange County,week 33,9
Orange County,week 34,25
Orange County,week 35,4
Osceola County,week 1,0
Osceola County,week 2,0
Osceola County,week 3,0
Osceola County,week 4,0
Osceola County,week 5,0
Osceola County,week 6,0
Osceola County,week 7,0
Osceola County,week 8,0
Osceola County,week 9,0
Osceola County,week 10,1
Osceola County,week 11,3
Osceola County,week 12,1
Osceola County,week 13,1
Osceola County,week 14,1
Osceola County,week 15,2
Osceola County,week 16,6
Osceola County,week 17,2
Osceola County,week 18,1
Osceola County,week 19,2
Osceola County,week 20,1
Osceola County,week 21,0
Osceola County,week 22,2
Osceola County,week 23,1
Osceola County,week 24,5
Osceola County,week 25,8
Osceola County,week 26,6
Osceola County,week 27,10
Osceola County,week 28,35
Osceola County,week 29,18
Osceola County,week 30,15
Osceola County,week 31,6
Osceola County,week 32,2
Osceola County,week 33,4
Osceola County,week 34,4
Osceola County,week 35,0
Palm Beach County,week 1,0
Palm Beach County,week 2,0
Palm Beach County,week 3,0
Palm Beach County,week 4,0
Palm Beach County,week 5,0
Palm Beach County,week 6,0
Palm Beach County,week 7,0
Palm Beach County,week 8,0
Palm Beach County,week 9,3
Palm Beach County,week 10,11
Palm Beach County,week 11,50
Palm Beach County,week 12,39
Palm Beach County,week 13,28
Palm Beach County,week 14,42
Palm Beach County,week 15,32
Palm Beach County,week 16,40
Palm Beach County,week 17,39
Palm Beach County,week 18,31
Palm Beach County,week 19,36
Palm Beach County,week 20,37
Palm Beach County,week 21,50
Palm Beach County,week 22,38
Palm Beach County,week 23,34
Palm Beach County,week 24,53
Palm Beach County,week 25,61
Palm Beach County,week 26,77
Palm Beach County,week 27,57
Palm Beach County,week 28,103
Palm Beach County,week 29,79
Palm Beach County,week 30,66
Palm Beach County,week 31,60
Palm Beach County,week 32,62
Palm Beach County,week 33,42
Palm Beach County,week 34,46
Palm Beach County,week 35,18
Pasco County,week 1,0
Pasco County,week 2,0
Pasco County,week 3,0
Pasco County,week 4,0
Pasco County,week 5,0
Pasco County,week 6,0
Pasco County,week 7,0
Pasco County,week 8,0
Pasco County,week 9,1
Pasco County,week 10,1
Pasco County,week 11,0
Pasco County,week 12,1
Pasco County,week 13,0
Pasco County,week 14,3
Pasco County,week 15,2
Pasco County,week 16,1
Pasco County,week 17,3
Pasco County,week 18,0
Pasco County,week 19,3
Pasco County,week 20,0
Pasco County,week 21,1
Pasco County,week 22,1
Pasco County,week 23,2
Pasco County,week 24,7
Pasco County,week 25,8
Pasco County,week 26,24
Pasco County,week 27,10
Pasco County,week 28,33
Pasco County,week 29,30
Pasco County,week 30,21
Pasco County,week 31,19
Pasco County,week 32,9
Pasco County,week 33,4
Pasco County,week 34,11
Pasco County,week 35,2
Pinellas County,week 1,0
Pinellas County,week 2,0
Pinellas County,week 3,0
Pinellas County,week 4,0
Pinellas County,week 5,0
Pinellas County,week 6,0
Pinellas County,week 7,0
Pinellas County,week 8,0
Pinellas County,week 9,0
Pinellas County,week 10,5
Pinellas County,week 11,4
Pinellas County,week 12,5
Pinellas County,week 13,4
Pinellas County,week 14,13
Pinellas County,week 15,13
Pinellas County,week 16,18
Pinellas County,week 17,9
Pinellas County,week 18,4
Pinellas County,week 19,15
Pinellas County,week 20,9
Pinellas County,week 21,8
Pinellas County,week 22,22
Pinellas County,week 23,37
Pinellas County,week 24,40
Pinellas County,week 25,56
Pinellas County,week 26,72
Pinellas County,week 27,44
Pinellas County,week 28,82
Pinellas County,week 29,53
Pinellas County,week 30,57
Pinellas County,week 31,60
Pinellas County,week 32,33
Pinellas County,week 33,15
Pinellas County,week 34,32
Pinellas County,week 35,4
Polk County,week 1,0
Polk County,week 2,0
Polk County,week 3,0
Polk County,week 4,0
Polk County,week 5,0
Polk County,week 6,0
Polk County,week 7,0
Polk County,week 8,0
Polk County,week 9,0
Polk County,week 10,1
Polk County,week 11,4
Polk County,week 12,5
Polk County,week 13,5
Polk County,week 14,5
Polk County,week 15,8
Polk County,week 16,7
Polk County,week 17,10
Polk County,week 18,5
Polk County,week 19,8
Polk County,week 20,12
Polk County,week 21,5
Polk County,week 22,3
Polk County,week 23,20
Polk County,week 24,17
Polk County,week 25,36
Polk County,week 26,35
Polk County,week 27,34
Polk County,week 28,66
Polk County,week 29,40
Polk County,week 30,61
Polk County,week 31,32
Polk County,week 32,28
Polk County,week 33,22
Polk County,week 34,25
Polk County,week 35,3
Putnam County,week 1,0
Putnam County,week 2,0
Putnam County,week 3,0
Putnam County,week 4,0
Putnam County,week 5,0
Putnam County,week 6,0
Putnam County,week 7,0
Putnam County,week 8,0
Putnam County,week 9,0
Putnam County,week 10,0
Putnam County,week 11,1
Putnam County,week 12,0
Putnam County,week 13,0
Putnam County,week 14,0
Putnam County,week 15,1
Putnam County,week 16,0
Putnam County,week 17,1
Putnam County,week 18,1
Putnam County,week 19,2
Putnam County,week 20,0
Putnam County,week 21,0
Putnam County,week 22,0
Putnam County,week 23,0
Putnam County,week 24,0
Putnam County,week 25,1
Putnam County,week 26,1
Putnam County,week 27,5
Putnam County,week 28,7
Putnam County,week 29,7
Putnam County,week 30,6
Putnam County,week 31,2
Putnam County,week 32,3
Putnam County,week 33,0
Putnam County,week 34,0
Putnam County,week 35,0
St. Johns County,week 1,0
St. Johns County,week 2,0
St. Johns County,week 3,0
St. Johns County,week 4,0
St. Johns County,week 5,0
St. Johns County,week 6,0
St. Johns County,week 7,0
St. Johns County,week 8,0
St. Johns County,week 9,1
St. Johns County,week 10,1
St. Johns County,week 11,0
St. Johns County,week 12,0
St. Johns County,week 13,2
St. Johns County,week 14,0
St. Johns County,week 15,0
St. Johns County,week 16,0
St. Johns County,week 17,1
St. Johns County,week 18,0
St. Johns County,week 19,1
St. Johns County,week 20,0
St. Johns County,week 21,0
St. Johns County,week 22,1
St. Johns County,week 23,0
St. Johns County,week 24,1
St. Johns County,week 25,4
St. Johns County,week 26,4
St. Johns County,week 27,5
St. Johns County,week 28,9
St. Johns County,week 29,6
St. Johns County,week 30,14
St. Johns County,week 31,3
St. Johns County,week 32,6
St. Johns County,week 33,2
St. Johns County,week 34,2
St. Johns County,week 35,1
St. Lucie County,week 1,0
St. Lucie County,week 2,0
St. Lucie County,week 3,0
St. Lucie County,week 4,0
St. Lucie County,week 5,0
St. Lucie County,week 6,0
St. Lucie County,week 7,0
St. Lucie County,week 8,0
St. Lucie County,week 9,0
St. Lucie County,week 10,2
St. Lucie County,week 11,4
St. Lucie County,week 12,2
St. Lucie County,week 13,8
St. Lucie County,week 14,6
St. Lucie County,week 15,3
St. Lucie County,week 16,1
St. Lucie County,week 17,2
St. Lucie County,week 18,1
St. Lucie County,week 19,2
St. Lucie County,week 20,0
St. Lucie County,week 21,7
St. Lucie County,week 22,4
St. Lucie County,week 23,5
St. Lucie County,week 24,7
St. Lucie County,week 25,10
St. Lucie County,week 26,19
St. Lucie County,week 27,20
St. Lucie County,week 28,27
St. Lucie County,week 29,50
St. Lucie County,week 30,26
St. Lucie County,week 31,18
St. Lucie County,week 32,12
St. Lucie County,week 33,10
St. Lucie County,week 34,10
St. Lucie County,week 35,3
Santa Rosa County,week 1,0
Santa Rosa County,week 2,0
Santa Rosa County,week 3,0
Santa Rosa County,week 4,0
Santa Rosa County,week 5,0
Santa Rosa County,week 6,0
Santa Rosa County,week 7,1
Santa Rosa County,week 8,0
Santa Rosa County,week 9,0
Santa Rosa County,week 10,1
Santa Rosa County,week 11,0
Santa Rosa County,week 12,2
Santa Rosa County,week 13,2
Santa Rosa County,week 14,1
Santa Rosa County,week 15,1
Santa Rosa County,week 16,1
Santa Rosa County,week 17,0
Santa Rosa County,week 18,0
Santa Rosa County,week 19,0
Santa Rosa County,week 20,0
Santa Rosa County,week 21,0
Santa Rosa County,week 22,0
Santa Rosa County,week 23,0
Santa Rosa County,week 24,0
Santa Rosa County,week 25,2
Santa Rosa County,week 26,6
Santa Rosa County,week 27,2
Santa Rosa County,week 28,11
Santa Rosa County,week 29,10
Santa Rosa County,week 30,10
Santa Rosa County,week 31,4
Santa Rosa County,week 32,3
Santa Rosa County,week 33,2
Santa Rosa County,week 34,10
Santa Rosa County,week 35,0
Sarasota County,week 1,0
Sarasota County,week 2,0
Sarasota County,week 3,0
Sarasota County,week 4,0
Sarasota County,week 5,0
Sarasota County,week 6,0
Sarasota County,week 7,0
Sarasota County,week 8,0
Sarasota County,week 9,0
Sarasota County,week 10,3
Sarasota County,week 11,4
Sarasota County,week 12,9
Sarasota County,week 13,14
Sarasota County,week 14,9
Sarasota County,week 15,9
Sarasota County,week 16,9
Sarasota County,week 17,6
Sarasota County,week 18,10
Sarasota County,week 19,7
Sarasota County,week 20,6
Sarasota County,week 21,6
Sarasota County,week 22,3
Sarasota County,week 23,2
Sarasota County,week 24,1
Sarasota County,week 25,2
Sarasota County,week 26,8
Sarasota County,week 27,7
Sarasota County,week 28,13
Sarasota County,week 29,34
Sarasota County,week 30,16
Sarasota County,week 31,9
Sarasota County,week 32,17
Sarasota County,week 33,12
Sarasota County,week 34,23
Sarasota County,week 35,2
Seminole County,week 1,0
Seminole County,week 2,0
Seminole County,week 3,0
Seminole County,week 4,0
Seminole County,week 5,0
Seminole County,week 6,0
Seminole County,week 7,0
Seminole County,week 8,0
Seminole County,week 9,0
Seminole County,week 10,0
Seminole County,week 11,1
Seminole County,week 12,1
Seminole County,week 13,4
Seminole County,week 14,2
Seminole County,week 15,0
Seminole County,week 16,3
Seminole County,week 17,1
Seminole County,week 18,0
Seminole County,week 19,0
Seminole County,week 20,0
Seminole County,week 21,1
Seminole County,week 22,3
Seminole County,week 23,0
Seminole County,week 24,4
Seminole County,week 25,5
Seminole County,week 26,21
Seminole County,week 27,22
Seminole County,week 28,21
Seminole County,week 29,41
Seminole County,week 30,21
Seminole County,week 31,13
Seminole County,week 32,9
Seminole County,week 33,10
Seminole County,week 34,10
Seminole County,week 35,3
Sumter County,week 1,0
Sumter County,week 2,0
Sumter County,week 3,0
Sumter County,week 4,0
Sumter County,week 5,0
Sumter County,week 6,0
Sumter County,week 7,0
Sumter County,week 8,0
Sumter County,week 9,0
Sumter County,week 10,0
Sumter County,week 11,7
Sumter County,week 12,2
Sumter County,week 13,2
Sumter County,week 14,2
Sumter County,week 15,1
Sumter County,week 16,1
Sumter County,week 17,1
Sumter County,week 18,1
Sumter County,week 19,0
Sumter County,week 20,0
Sumter County,week 21,0
Sumter County,week 22,0
Sumter County,week 23,0
Sumter County,week 24,0
Sumter County,week 25,1
Sumter County,week 26,3
Sumter County,week 27,6
Sumter County,week 28,11
Sumter County,week 29,4
Sumter County,week 30,3
Sumter County,week 31,1
Sumter County,week 32,7
Sumter County,week 33,2
Sumter County,week 34,6
Sumter County,week 35,1
Suwannee County,week 1,0
Suwannee County,week 2,0
Suwannee County,week 3,0
Suwannee County,week 4,0
Suwannee County,week 5,0
Suwannee County,week 6,0
Suwannee County,week 7,0
Suwannee County,week 8,0
Suwannee County,week 9,0
Suwannee County,week 10,0
Suwannee County,week 11,0
Suwannee County,week 12,3
Suwannee County,week 13,6
Suwannee County,week 14,5
Suwannee County,week 15,3
Suwannee County,week 16,1
Suwannee County,week 17,0
Suwannee County,week 18,0
Suwannee County,week 19,0
Suwannee County,week 20,0
Suwannee County,week 21,0
Suwannee County,week 22,0
Suwannee County,week 23,2
Suwannee County,week 24,1
Suwannee County,week 25,1
Suwannee County,week 26,4
Suwannee County,week 27,1
Suwannee County,week 28,10
Suwannee County,week 29,7
Suwannee County,week 30,4
Suwannee County,week 31,8
Suwannee County,week 32,4
Suwannee County,week 33,3
Suwannee County,week 34,2
Suwannee County,week 35,0
Taylor County,week 1,0
Taylor County,week 2,0
Taylor County,week 3,0
Taylor County,week 4,0
Taylor County,week 5,0
Taylor County,week 6,0
Taylor County,week 7,0
Taylor County,week 8,0
Taylor County,week 9,0
Taylor County,week 10,0
Taylor County,week 11,0
Taylor County,week 12,0
Taylor County,week 13,0
Taylor County,week 14,0
Taylor County,week 15,0
Taylor County,week 16,0
Taylor County,week 17,0
Taylor County,week 18,0
Taylor County,week 19,0
Taylor County,week 20,0
Taylor County,week 21,0
Taylor County,week 22,0
Taylor County,week 23,0
Taylor County,week 24,1
Taylor County,week 25,0
Taylor County,week 26,1
Taylor County,week 27,1
Taylor County,week 28,1
Taylor County,week 29,1
Taylor County,week 30,0
Taylor County,week 31,0
Taylor County,week 32,4
Taylor County,week 33,1
Taylor County,week 34,1
Taylor County,week 35,0
Union County,week 1,0
Union County,week 2,0
Union County,week 3,0
Union County,week 4,0
Union County,week 5,0
Union County,week 6,0
Union County,week 7,0
Union County,week 8,0
Union County,week 9,0
Union County,week 10,0
Union County,week 11,0
Union County,week 12,0
Union County,week 13,0
Union County,week 14,0
Union County,week 15,0
Union County,week 16,0
Union County,week 17,0
Union County,week 18,0
Union County,week 19,1
Union County,week 20,0
Union County,week 21,0
Union County,week 22,1
Union County,week 23,0
Union County,week 24,0
Union County,week 25,0
Union County,week 26,1
Union County,week 27,1
Union County,week 28,0
Union County,week 29,1
Union County,week 30,0
Union County,week 31,0
Union County,week 32,0
Union County,week 33,0
Union County,week 34,3
Union County,week 35,2
Volusia County,week 1,0
Volusia County,week 2,0
Volusia County,week 3,0
Volusia County,week 4,0
Volusia County,week 5,0
Volusia County,week 6,0
Volusia County,week 7,0
Volusia County,week 8,0
Volusia County,week 9,0
Volusia County,week 10,1
Volusia County,week 11,2
Volusia County,week 12,4
Volusia County,week 13,6
Volusia County,week 14,5
Volusia County,week 15,9
Volusia County,week 16,3
Volusia County,week 17,0
Volusia County,week 18,7
Volusia County,week 19,2
Volusia County,week 20,7
Volusia County,week 21,3
Volusia County,week 22,4
Volusia County,week 23,4
Volusia County,week 24,2
Volusia County,week 25,19
Volusia County,week 26,8
Volusia County,week 27,14
Volusia County,week 28,18
Volusia County,week 29,22
Volusia County,week 30,31
Volusia County,week 31,11
Volusia County,week 32,8
Volusia County,week 33,7
Volusia County,week 34,12
Volusia County,week 35,3
Wakulla County,week 1,0
Wakulla County,week 2,0
Wakulla County,week 3,0
Wakulla County,week 4,0
Wakulla County,week 5,0
Wakulla County,week 6,0
Wakulla County,week 7,0
Wakulla County,week 8,0
Wakulla County,week 9,0
Wakulla County,week 10,0
Wakulla County,week 11,0
Wakulla County,week 12,1
Wakulla County,week 13,0
Wakulla County,week 14,0
Wakulla County,week 15,0
Wakulla County,week 16,0
Wakulla County,week 17,0
Wakulla County,week 18,0
Wakulla County,week 19,0
Wakulla County,week 20,0
Wakulla County,week 21,0
Wakulla County,week 22,0
Wakulla County,week 23,0
Wakulla County,week 24,0
Wakulla County,week 25,0
Wakulla County,week 26,0
Wakulla County,week 27,0
Wakulla County,week 28,3
Wakulla County,week 29,1
Wakulla County,week 30,0
Wakulla County,week 31,1
Wakulla County,week 32,1
Wakulla County,week 33,1
Wakulla County,week 34,1
Wakulla County,week 35,0
Walton County,week 1,0
Walton County,week 2,0
Walton County,week 3,0
Walton County,week 4,0
Walton County,week 5,0
Walton County,week 6,0
Walton County,week 7,0
Walton County,week 8,0
Walton County,week 9,0
Walton County,week 10,0
Walton County,week 11,0
Walton County,week 12,0
Walton County,week 13,0
Walton County,week 14,0
Walton County,week 15,1
Walton County,week 16,1
Walton County,week 17,3
Walton County,week 18,4
Walton County,week 19,0
Walton County,week 20,0
Walton County,week 21,0
Walton County,week 22,0
Walton County,week 23,0
Walton County,week 24,0
Walton County,week 25,1
Walton County,week 26,1
Walton County,week 27,1
Walton County,week 28,2
Walton County,week 29,2
Walton County,week 30,2
Walton County,week 31,2
Walton County,week 32,0
Walton County,week 33,0
Walton County,week 34,2
Walton County,week 35,0
Washington County,week 1,0
Washington County,week 2,0
Washington County,week 3,0
Washington County,week 4,0
Washington County,week 5,0
Washington County,week 6,0
Washington County,week 7,0
Washington County,week 8,0
Washington County,week 9,0
Washington County,week 10,0
Washington County,week 11,0
Washington County,week 12,0
Washington County,week 13,0
Washington County,week 14,0
Washington County,week 15,0
Washington County,week 16,0
Washington County,week 17,1
Washington County,week 18,1
Washington County,week 19,2
Washington County,week 20,4
Washington County,week 21,1
Washington County,week 22,2
Washington County,week 23,1
Washington County,week 24,1
Washington County,week 25,0
Washington County,week 26,0
Washington County,week 27,0
Washington County,week 28,1
Washington County,week 29,0
Washington County,week 30,0
Washington County,week 31,0
Washington County,week 32,2
Washington County,week 33,1
Washington County,week 34,1
Washington County,week 35,0
