,,deaths
Wahkiakum County,week 35,0
Walla Walla County,week 1,0
Walla Walla County,week 2,0
Walla Walla County,week 3,0
Walla Walla County,week 4,0
Walla Walla County,week 5,0
Walla Walla County,week 6,0
Walla Walla County,week 7,0
Walla Walla County,week 8,0
Walla Walla County,week 9,0
Walla Walla County,week 10,0
Walla Walla County,week 11,0
Walla Walla County,week 12,0
Walla Walla County,week 13,0
Walla Walla County,week 14,0
Walla Walla County,week 15,0
Walla Walla County,week 16,8
Walla Walla County,week 17,14
Walla Walla County,week 18,14
Walla Walla County,week 19,14
Walla Walla County,week 20,14
Walla Walla County,week 21,14
Walla Walla County,week 22,14
Walla Walla County,week 23,14
Walla Walla County,week 24,14
Walla Walla County,week 25,14
Walla Walla County,week 26,14
Walla Walla County,week 27,14
Walla Walla County,week 28,14
Walla Walla County,week 29,17
Walla Walla County,week 30,25
Walla Walla County,week 31,28
Walla Walla County,week 32,33
Walla Walla County,week 33,35
Walla Walla County,week 34,35
Walla Walla County,week 35,5
Whatcom County,week 1,0
Whatcom County,week 2,0
Whatcom County,week 3,0
Whatcom County,week 4,0
Whatcom County,week 5,0
Whatcom County,week 6,0
Whatcom County,week 7,0
Whatcom County,week 8,0
Whatcom County,week 9,9
Whatcom County,week 10,28
Whatcom County,week 11,85
Whatcom County,week 12,157
Whatcom County,week 13,181
Whatcom County,week 14,191
Whatcom County,week 15,197
Whatcom County,week 16,231
Whatcom County,week 17,246
Whatcom County,week 18,252
Whatcom County,week 19,254
Whatcom County,week 20,260
Whatcom County,week 21,267
Whatcom County,week 22,275
Whatcom County,week 23,280
Whatcom County,week 24,280
Whatcom County,week 25,275
Whatcom County,week 26,257
Whatcom County,week 27,259
Whatcom County,week 28,263
Whatcom County,week 29,271
Whatcom County,week 30,273
Whatcom County,week 31,273
Whatcom County,week 32,273
Whatcom County,week 33,273
Whatcom County,week 34,275
Whatcom County,week 35,40
Whitman County,week 1,0
Whitman County,week 2,0
Whitman County,week 3,0
Whitman County,week 4,0
Whitman County,week 5,0
Whitman County,week 6,0
Whitman County,week 7,0
Whitman County,week 8,0
Whitman County,week 9,0
Whitman County,week 10,0
Whitman County,week 11,0
Whitman County,week 12,0
Whitman County,week 13,0
Whitman County,week 14,0
Whitman County,week 15,0
Whitman County,week 16,0
Whitman County,week 17,0
Whitman County,week 18,0
Whitman County,week 19,0
Whitman County,week 20,0
Whitman County,week 21,0
Whitman County,week 22,0
Whitman County,week 23,0
Whitman County,week 24,0
Whitman County,week 25,0
Whitman County,week 26,0
Whitman County,week 27,0
Whitman County,week 28,0
Whitman County,week 29,0
Whitman County,week 30,0
Whitman County,week 31,0
Whitman County,week 32,0
Whitman County,week 33,0
Whitman County,week 34,0
Whitman County,week 35,0
Yakima County,week 1,0
Yakima County,week 2,0
Yakima County,week 3,0
Yakima County,week 4,0
Yakima County,week 5,0
Yakima County,week 6,0
Yakima County,week 7,0
Yakima County,week 8,0
Yakima County,week 9,1
Yakima County,week 10,15
Yakima County,week 11,64
Yakima County,week 12,144
Yakima County,week 13,238
Yakima County,week 14,301
Yakima County,week 15,335
Yakima County,week 16,412
Yakima County,week 17,516
Yakima County,week 18,600
Yakima County,week 19,659
Yakima County,week 20,698
Yakima County,week 21,814
Yakima County,week 22,935
Yakima County,week 23,1061
Yakima County,week 24,1131
Yakima County,week 25,1275
Yakima County,week 26,1345
Yakima County,week 27,1364
Yakima County,week 28,1433
Yakima County,week 29,1476
Yakima County,week 30,1539
Yakima County,week 31,1636
Yakima County,week 32,1676
Yakima County,week 33,1700
Yakima County,week 34,1756
Yakima County,week 35,253
